flight_distance,departure_delay_in_minutes,age,gender,customer_type,type_of_travel,class,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on-board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,satisfaction
190,0,26,Male,disloyal Customer,Business travel,Eco,3,2,3,3,1,3,1,1,2,2,4,1,3,1,0
271,0,64,Male,Loyal Customer,Personal Travel,Eco,2,4,2,5,4,2,4,4,3,2,4,4,4,4,0
1587,3,12,Female,Loyal Customer,Personal Travel,Business,3,4,3,4,1,3,1,1,3,5,3,5,5,1,0
2783,0,27,Male,Loyal Customer,Business travel,Business,4,4,4,4,5,5,5,5,4,2,5,4,5,5,1
222,0,25,Male,disloyal Customer,Business travel,Business,2,0,2,5,4,2,4,4,1,3,3,5,3,4,0
507,0,36,Female,Loyal Customer,Personal Travel,Eco,2,5,2,3,4,2,4,4,1,5,5,4,3,4,0
248,0,57,Female,disloyal Customer,Business travel,Business,4,4,4,3,2,4,2,2,3,2,5,3,5,2,1
628,20,32,Male,Loyal Customer,Personal Travel,Eco,2,2,2,3,4,2,4,4,4,3,3,4,4,4,0
1440,40,53,Male,Loyal Customer,Business travel,Business,1,1,1,1,2,4,5,4,4,4,4,5,4,4,1
2442,44,25,Male,disloyal Customer,Business travel,Eco,5,5,5,5,4,5,4,4,2,3,4,3,4,4,1
2008,19,57,Female,Loyal Customer,Business travel,Business,2,2,5,2,4,4,5,4,4,4,4,3,4,3,1
2903,0,35,Male,Loyal Customer,Business travel,Business,3,2,4,2,2,4,4,3,3,3,3,1,3,2,0
761,0,26,Female,disloyal Customer,Business travel,Eco,2,2,2,3,1,2,1,1,2,5,4,4,3,1,0
1013,0,36,Male,Loyal Customer,Business travel,Business,2,3,3,3,5,3,3,2,2,2,2,3,2,3,0
2937,0,48,Male,Loyal Customer,Business travel,Business,3,4,3,4,3,4,3,3,3,3,3,2,3,1,0
896,0,31,Male,Loyal Customer,Business travel,Business,5,5,5,5,5,5,5,5,2,5,3,4,5,5,1
1068,2,15,Male,Loyal Customer,Business travel,Eco Plus,4,5,4,5,4,4,4,4,1,4,5,1,2,4,1
2000,55,50,Male,Loyal Customer,Business travel,Business,0,5,0,2,5,5,5,1,1,1,1,5,1,3,1
1838,0,46,Male,Loyal Customer,Personal Travel,Eco Plus,1,5,1,3,5,1,5,5,3,2,5,4,5,5,0
157,2,20,Female,Loyal Customer,Business travel,Business,4,4,4,4,3,3,4,3,2,4,3,3,4,3,0
1671,0,18,Male,Loyal Customer,Personal Travel,Eco,2,3,2,4,2,2,2,2,2,4,4,3,3,2,0
1681,0,55,Male,Loyal Customer,Business travel,Business,3,5,4,5,1,4,3,4,4,4,3,4,4,1,0
1032,0,41,Male,Loyal Customer,Business travel,Business,2,2,2,2,5,4,4,5,5,5,5,5,5,3,1
1979,0,12,Male,Loyal Customer,Personal Travel,Eco,2,5,2,3,1,2,1,1,3,5,4,5,5,1,0
590,14,39,Male,Loyal Customer,Business travel,Eco,4,3,2,2,4,3,4,4,3,1,3,3,3,4,0
2125,3,42,Male,Loyal Customer,Business travel,Business,1,1,1,1,2,3,5,5,5,5,5,4,5,5,1
928,0,10,Male,Loyal Customer,Personal Travel,Eco,3,5,3,4,5,3,5,5,3,3,4,5,4,5,0
3717,0,39,Male,Loyal Customer,Business travel,Business,5,5,5,5,5,5,5,5,5,5,5,3,5,5,1
1091,0,15,Male,Loyal Customer,Personal Travel,Eco,2,1,2,4,5,2,5,5,3,4,3,2,3,5,0
373,0,57,Female,Loyal Customer,Personal Travel,Eco,0,3,0,3,3,3,3,2,2,0,2,1,2,2,1
2475,0,39,Male,Loyal Customer,Business travel,Business,5,5,5,5,4,4,4,4,4,4,5,4,4,4,1
1999,5,53,Female,Loyal Customer,Business travel,Business,5,5,1,5,2,5,5,5,5,5,5,4,5,5,1
481,7,39,Male,disloyal Customer,Business travel,Business,1,1,1,4,3,1,3,3,4,4,4,3,5,3,0
214,0,30,Female,Loyal Customer,Personal Travel,Eco,2,2,2,4,4,2,4,4,4,2,4,4,4,4,0
2475,2,34,Female,Loyal Customer,Business travel,Business,1,4,4,4,1,1,1,1,4,3,4,1,1,1,0
580,69,50,Female,Loyal Customer,Personal Travel,Eco Plus,3,1,3,4,2,3,3,3,3,3,3,2,3,1,0
3117,0,55,Male,Loyal Customer,Business travel,Business,4,4,4,4,5,4,4,5,5,5,5,5,5,4,1
2248,0,58,Female,Loyal Customer,Business travel,Business,1,1,1,1,3,4,5,5,5,5,5,5,5,3,1
331,38,56,Female,Loyal Customer,Business travel,Eco,4,3,2,2,4,1,1,4,4,4,4,3,4,5,1
954,0,50,Male,Loyal Customer,Personal Travel,Eco,3,5,3,1,1,3,1,1,1,1,4,3,5,1,0
2475,0,49,Female,Loyal Customer,Business travel,Business,3,3,3,3,2,4,4,5,5,5,5,4,5,3,1
3795,0,23,Female,Loyal Customer,Business travel,Business,3,5,5,5,3,3,3,3,3,5,2,3,2,3,0
869,0,25,Male,disloyal Customer,Business travel,Eco,4,3,3,4,1,4,1,1,3,2,3,4,4,1,0
258,10,23,Male,Loyal Customer,Business travel,Business,1,3,3,3,1,1,1,1,3,3,4,1,4,1,0
128,0,65,Female,disloyal Customer,Business travel,Eco Plus,3,3,3,1,4,3,5,4,4,2,2,5,5,4,0
590,0,41,Female,Loyal Customer,Business travel,Business,3,2,3,3,3,5,4,4,4,4,4,5,4,3,1
302,15,22,Male,Loyal Customer,Personal Travel,Eco,5,1,5,3,3,5,2,3,4,4,4,2,3,3,1
1072,7,38,Female,disloyal Customer,Business travel,Business,4,4,4,3,2,4,2,2,5,4,4,3,4,2,1
2586,1,40,Male,disloyal Customer,Business travel,Eco,3,3,3,3,1,3,1,1,4,1,4,1,4,1,0
495,0,25,Female,Loyal Customer,Business travel,Eco,0,3,0,4,3,0,3,3,3,5,5,4,3,3,1
2299,8,53,Female,Loyal Customer,Business travel,Business,5,5,5,5,4,2,1,4,4,4,4,1,4,4,1
3645,11,47,Male,Loyal Customer,Business travel,Business,3,2,3,3,3,1,2,4,4,4,4,3,4,1,1
481,0,48,Female,Loyal Customer,Personal Travel,Eco,2,5,2,3,5,1,3,4,4,2,4,5,4,1,0
719,0,10,Male,Loyal Customer,Personal Travel,Eco,3,4,4,5,4,4,4,4,4,3,5,4,5,4,0
1540,0,64,Male,Loyal Customer,Business travel,Business,5,5,5,5,2,4,5,4,4,4,4,4,4,4,1
2992,153,40,Male,Loyal Customer,Business travel,Business,1,1,3,1,3,3,3,5,2,4,4,3,4,3,1
3699,0,40,Male,Loyal Customer,Business travel,Business,2,5,1,1,4,4,4,1,1,1,2,4,1,2,0
212,9,22,Male,disloyal Customer,Business travel,Eco,1,4,1,4,5,1,5,5,4,1,4,4,4,5,0
533,36,36,Male,disloyal Customer,Business travel,Eco Plus,2,2,2,3,2,2,2,2,2,5,4,4,4,2,0
2415,8,42,Female,Loyal Customer,Business travel,Business,3,4,3,3,5,5,5,5,5,5,5,3,5,3,1
107,1,63,Male,Loyal Customer,Business travel,Eco Plus,5,5,5,5,5,5,5,5,3,2,1,1,1,5,1
247,0,26,Male,Loyal Customer,Business travel,Eco Plus,1,5,5,5,1,1,2,1,2,1,4,4,4,1,0
2376,0,37,Male,Loyal Customer,Business travel,Business,1,5,5,5,1,3,4,1,1,1,1,4,1,3,0
2953,0,38,Female,Loyal Customer,Business travel,Business,1,1,2,1,4,5,1,3,3,4,3,5,3,2,1
843,2,31,Male,Loyal Customer,Business travel,Business,2,2,2,2,5,5,5,5,4,5,5,4,5,5,1
783,0,65,Male,Loyal Customer,Personal Travel,Eco,5,1,5,4,5,5,1,5,1,3,4,4,4,5,1
967,0,35,Female,Loyal Customer,Personal Travel,Eco,2,5,2,3,2,2,2,2,5,4,4,5,5,2,0
2342,0,21,Female,Loyal Customer,Personal Travel,Eco,1,3,1,4,3,1,3,3,3,4,3,4,3,3,0
2041,0,20,Male,Loyal Customer,Business travel,Business,1,1,1,1,3,3,3,3,5,1,4,5,3,3,1
861,0,49,Male,Loyal Customer,Personal Travel,Eco,1,4,1,4,3,1,3,3,5,3,5,4,4,3,0
460,51,66,Female,Loyal Customer,Personal Travel,Eco,3,4,5,3,5,1,5,1,1,5,1,3,1,5,0
671,3,51,Female,Loyal Customer,Business travel,Eco,4,5,5,5,2,3,3,4,4,4,4,3,4,3,0
3970,0,32,Male,Loyal Customer,Business travel,Business,4,4,4,4,5,5,5,5,4,4,5,3,4,5,1
1121,0,56,Male,Loyal Customer,Business travel,Business,3,3,3,3,4,5,5,4,4,4,4,5,4,4,1
364,0,44,Male,Loyal Customer,Business travel,Eco,3,3,4,4,3,3,3,3,5,3,3,5,1,3,1
326,53,53,Female,Loyal Customer,Business travel,Eco,2,5,5,5,2,4,3,2,2,2,2,2,2,3,0
502,0,18,Female,disloyal Customer,Business travel,Eco,1,4,1,3,4,1,4,4,3,4,4,4,5,4,0
2628,0,48,Male,Loyal Customer,Business travel,Business,2,2,2,2,4,3,3,2,2,3,2,2,2,2,0
337,0,38,Male,Loyal Customer,Personal Travel,Eco Plus,2,5,2,3,1,2,1,1,5,4,5,5,4,1,0
861,0,39,Female,Loyal Customer,Personal Travel,Eco,4,3,4,1,3,4,3,3,1,1,2,2,5,3,0
327,0,40,Female,Loyal Customer,Business travel,Business,2,2,2,2,3,5,5,5,5,5,5,3,5,5,1
813,0,21,Female,disloyal Customer,Business travel,Eco,5,5,5,1,2,5,4,2,3,5,4,3,5,2,1
634,0,70,Male,Loyal Customer,Personal Travel,Business,3,4,3,1,5,4,4,2,2,3,2,4,2,3,0
1013,0,47,Female,Loyal Customer,Personal Travel,Eco,3,4,3,5,1,4,2,2,2,3,2,3,2,3,0
1506,19,65,Male,Loyal Customer,Personal Travel,Eco,1,4,1,4,2,1,2,2,4,2,3,1,3,2,0
3708,4,52,Female,Loyal Customer,Business travel,Business,0,0,0,4,4,5,5,1,1,1,1,3,1,4,1
872,5,65,Female,Loyal Customer,Personal Travel,Eco Plus,4,0,3,1,4,5,5,2,2,3,5,3,2,4,0
1681,0,42,Male,Loyal Customer,Business travel,Business,4,4,4,4,4,5,4,5,5,4,5,5,5,4,1
484,0,55,Female,Loyal Customer,Personal Travel,Eco,3,0,3,4,5,4,5,5,5,3,5,4,5,3,0
3666,7,48,Male,Loyal Customer,Business travel,Business,4,4,4,4,4,5,4,5,5,5,5,3,5,3,1
1276,0,42,Male,Loyal Customer,Business travel,Business,1,1,5,1,4,5,5,4,4,4,4,4,4,4,1
2661,5,48,Female,Loyal Customer,Business travel,Business,5,5,5,5,2,5,4,5,5,5,5,4,5,3,1
370,0,29,Female,Loyal Customer,Personal Travel,Eco,4,3,4,2,4,4,4,4,3,4,4,3,2,4,0
707,98,35,Male,Loyal Customer,Personal Travel,Eco,3,5,3,1,3,3,1,3,4,2,5,5,5,3,0
1501,0,19,Male,Loyal Customer,Personal Travel,Eco,1,5,2,3,1,2,1,1,4,3,5,5,5,1,0
3674,0,17,Male,Loyal Customer,Business travel,Business,4,4,4,4,4,4,4,4,4,4,4,5,5,4,1
632,0,32,Male,Loyal Customer,Personal Travel,Eco Plus,3,4,3,3,3,3,3,3,4,2,3,4,4,3,0
2891,0,52,Male,Loyal Customer,Business travel,Business,5,5,5,5,2,1,2,4,4,4,3,3,4,4,1
4502,0,40,Male,disloyal Customer,Business travel,Business,4,4,4,5,4,4,4,4,4,4,4,4,5,4,0
1846,24,53,Female,Loyal Customer,Business travel,Business,4,4,4,4,2,4,4,4,4,4,4,5,4,4,1
3446,0,39,Male,Loyal Customer,Business travel,Business,5,5,5,5,2,4,5,5,5,5,5,2,5,3,1
809,0,55,Female,Loyal Customer,Business travel,Eco,5,1,1,1,2,1,2,5,5,5,5,5,5,2,1
231,0,13,Female,Loyal Customer,Personal Travel,Eco,0,5,0,4,2,0,3,2,3,5,3,4,1,2,1
73,0,42,Male,Loyal Customer,Personal Travel,Eco,1,3,1,1,3,1,2,3,4,4,5,2,5,3,0
2329,0,40,Male,Loyal Customer,Business travel,Business,5,5,5,5,4,4,3,4,4,5,4,5,4,3,1
1464,0,42,Male,Loyal Customer,Personal Travel,Eco,1,4,1,1,3,1,4,3,4,4,4,5,4,3,0
113,0,12,Female,Loyal Customer,Personal Travel,Eco,4,3,4,1,2,4,2,2,1,1,1,2,4,2,0
3235,0,24,Female,Loyal Customer,Business travel,Business,3,3,4,3,5,5,5,5,4,1,3,2,1,5,1
288,0,70,Male,Loyal Customer,Personal Travel,Eco,2,4,2,4,1,2,1,1,5,3,5,3,4,1,0
862,67,17,Male,Loyal Customer,Personal Travel,Business,2,5,2,4,1,2,1,1,3,4,4,4,4,1,0
2852,0,34,Female,Loyal Customer,Business travel,Business,5,5,5,5,5,2,1,5,5,5,5,3,5,2,1
468,0,28,Male,disloyal Customer,Business travel,Business,2,2,2,3,4,2,4,4,4,3,3,4,2,4,0
1683,0,49,Male,Loyal Customer,Business travel,Business,3,3,5,3,3,4,5,4,4,4,4,4,4,5,1
1142,16,21,Female,disloyal Customer,Business travel,Eco,1,1,1,3,1,1,1,1,4,4,4,2,4,1,0
436,0,48,Male,Loyal Customer,Business travel,Business,5,5,5,5,4,3,3,5,5,5,5,1,5,5,1
447,0,51,Male,Loyal Customer,Business travel,Eco Plus,3,2,5,2,3,3,3,3,4,1,2,5,3,3,1
447,0,14,Male,Loyal Customer,Personal Travel,Eco,4,4,4,4,5,4,5,5,5,5,5,4,4,5,0
404,15,52,Female,Loyal Customer,Personal Travel,Eco,4,5,4,5,5,4,4,1,1,4,1,3,1,3,0
1846,0,54,Female,Loyal Customer,Business travel,Business,1,1,3,1,5,4,4,4,4,4,4,4,4,4,1
787,3,47,Male,Loyal Customer,Personal Travel,Eco,1,4,1,4,1,1,1,1,4,3,3,5,3,1,0
236,0,59,Male,Loyal Customer,Business travel,Eco,4,2,2,2,5,4,5,5,5,2,4,1,2,5,1
1590,0,18,Female,Loyal Customer,Business travel,Business,4,4,4,4,5,5,5,5,5,3,4,5,4,5,1
770,0,53,Male,Loyal Customer,Business travel,Business,2,2,2,2,3,4,4,5,5,5,5,5,5,5,1
391,19,22,Male,disloyal Customer,Business travel,Business,4,4,4,3,5,4,5,5,4,2,5,4,4,5,1
2159,0,55,Female,Loyal Customer,Business travel,Business,5,5,3,5,3,5,5,5,5,5,5,4,5,5,1
259,0,47,Female,Loyal Customer,Business travel,Eco,3,1,1,1,4,4,3,3,3,3,3,2,3,3,0
1545,0,46,Female,Loyal Customer,Business travel,Business,1,1,1,1,3,3,4,4,4,4,4,5,4,5,1
1269,8,38,Male,disloyal Customer,Business travel,Business,5,5,5,5,2,5,2,2,3,2,4,5,5,2,1
882,0,17,Female,disloyal Customer,Business travel,Business,0,5,0,4,2,5,2,2,4,2,4,5,4,2,1
606,20,37,Female,Loyal Customer,Personal Travel,Eco,3,1,3,4,5,3,5,5,3,3,3,1,4,5,0
1303,0,35,Male,disloyal Customer,Business travel,Business,4,4,4,4,2,4,2,2,5,5,4,3,4,2,0
448,0,36,Female,Loyal Customer,Business travel,Business,4,4,4,4,2,3,3,4,4,4,4,2,4,1,1
1208,3,43,Male,Loyal Customer,Personal Travel,Eco,2,1,2,3,1,2,1,1,4,1,3,3,4,1,0
2228,0,53,Male,Loyal Customer,Business travel,Business,0,0,0,2,4,3,5,5,5,5,5,1,5,4,1
3718,0,23,Male,Loyal Customer,Business travel,Business,4,4,4,4,4,4,4,4,3,2,4,3,4,4,1
781,5,41,Male,Loyal Customer,Personal Travel,Eco Plus,1,5,1,1,3,1,3,3,3,3,5,3,5,3,0
483,0,68,Female,Loyal Customer,Personal Travel,Eco,2,3,2,3,2,3,3,5,5,2,5,2,5,3,0
406,0,15,Female,Loyal Customer,Personal Travel,Eco,4,5,4,1,2,4,1,2,3,5,4,4,4,2,0
1620,96,46,Female,Loyal Customer,Business travel,Business,5,5,3,5,3,4,5,4,4,5,4,5,4,5,1
1750,20,28,Female,disloyal Customer,Business travel,Eco,2,2,2,3,2,2,5,2,2,1,3,3,4,2,0
401,6,62,Male,Loyal Customer,Personal Travel,Eco,3,5,3,3,1,3,1,1,3,1,4,5,1,1,0
460,0,64,Female,Loyal Customer,Personal Travel,Eco,2,2,2,4,2,3,4,5,5,2,4,1,5,2,0
632,0,37,Male,Loyal Customer,Personal Travel,Eco,1,5,1,2,2,1,2,2,5,3,5,3,4,2,0
2793,38,45,Female,Loyal Customer,Business travel,Business,3,3,3,3,3,5,5,4,4,4,4,4,4,4,1
544,7,45,Male,Loyal Customer,Business travel,Eco,3,3,3,3,3,3,3,3,2,1,3,1,3,3,0
344,0,40,Male,Loyal Customer,Business travel,Eco,4,3,3,3,4,4,4,4,2,2,2,3,3,4,1
3502,0,42,Female,Loyal Customer,Business travel,Business,1,1,1,1,5,4,5,5,5,5,5,4,5,3,1
2486,0,41,Male,Loyal Customer,Business travel,Business,3,3,2,3,4,4,4,4,4,4,4,3,4,5,1
325,0,54,Female,Loyal Customer,Business travel,Business,0,0,0,3,4,4,5,5,5,5,5,4,5,4,1
519,118,31,Female,Loyal Customer,Business travel,Eco Plus,3,5,5,5,3,3,3,3,1,3,4,1,4,3,0
2454,0,56,Female,Loyal Customer,Business travel,Business,1,1,1,1,4,4,4,4,5,4,4,4,4,4,1
3828,0,26,Female,Loyal Customer,Business travel,Business,2,2,2,2,4,5,4,4,5,5,4,2,4,4,1
2593,54,52,Female,Loyal Customer,Business travel,Business,5,5,5,5,4,5,3,5,3,4,4,3,3,3,1
2604,0,41,Male,Loyal Customer,Business travel,Business,0,0,0,3,3,5,4,4,4,4,4,3,4,3,1
201,0,7,Male,Loyal Customer,Personal Travel,Eco,2,4,2,2,2,2,2,2,1,1,2,5,2,2,0
253,0,36,Female,disloyal Customer,Business travel,Eco,2,0,2,2,2,2,2,2,2,3,4,4,4,2,0
590,4,30,Female,disloyal Customer,Business travel,Business,1,1,1,3,2,1,4,2,3,2,4,4,5,2,0
707,366,45,Male,disloyal Customer,Business travel,Business,2,2,2,3,2,2,2,4,3,4,4,2,5,2,0
163,0,63,Male,Loyal Customer,Personal Travel,Eco,4,4,4,5,3,4,3,3,4,5,4,4,5,3,0
296,28,27,Male,disloyal Customer,Business travel,Business,5,5,5,3,2,5,2,2,4,3,5,4,5,2,1
1075,0,22,Female,disloyal Customer,Business travel,Eco,5,5,5,3,5,5,5,5,5,4,5,5,5,5,1
1506,0,32,Female,Loyal Customer,Personal Travel,Eco,3,5,3,4,2,3,2,2,4,4,4,4,4,2,0
913,36,38,Female,disloyal Customer,Business travel,Eco,4,4,4,1,2,4,2,2,2,5,5,1,2,2,0
967,0,23,Female,disloyal Customer,Business travel,Business,5,5,5,1,2,5,2,2,3,2,5,3,4,2,1
197,0,29,Female,disloyal Customer,Business travel,Business,3,3,3,3,3,3,3,3,4,5,4,3,5,3,0
1917,1,43,Female,Loyal Customer,Business travel,Business,4,4,5,4,2,5,4,4,4,4,4,3,4,3,1
588,0,59,Female,Loyal Customer,Personal Travel,Eco,3,4,3,2,3,5,5,5,5,3,5,3,5,5,0
347,0,35,Male,Loyal Customer,Personal Travel,Eco Plus,3,4,2,3,1,2,1,1,3,3,2,2,5,1,0
987,0,46,Male,Loyal Customer,Business travel,Eco,2,5,5,5,3,2,3,3,3,5,4,5,3,3,1
679,0,69,Female,Loyal Customer,Personal Travel,Eco,2,5,2,4,5,4,5,5,5,2,5,4,5,4,0
290,25,44,Male,Loyal Customer,Personal Travel,Eco,2,5,2,4,2,2,1,2,4,5,4,3,4,2,0
1027,0,47,Male,Loyal Customer,Personal Travel,Eco,2,5,2,4,1,2,1,1,2,2,3,2,5,1,0
272,32,45,Male,Loyal Customer,Personal Travel,Eco,3,3,3,4,3,3,3,3,3,5,4,2,4,3,0
3887,0,39,Male,Loyal Customer,Business travel,Business,4,4,4,4,3,5,5,4,4,4,4,4,4,5,1
528,0,7,Male,Loyal Customer,Personal Travel,Eco,3,5,3,1,1,3,1,1,3,2,4,4,5,1,0
937,17,22,Male,Loyal Customer,Business travel,Business,2,2,2,2,5,5,5,5,3,4,4,3,4,5,1
594,0,8,Male,Loyal Customer,Personal Travel,Eco,2,1,2,3,2,2,2,2,3,3,4,1,3,2,0
842,13,41,Male,Loyal Customer,Personal Travel,Eco,4,4,4,2,4,4,4,4,1,5,5,4,1,4,0
2434,0,54,Female,Loyal Customer,Personal Travel,Eco,2,5,2,4,5,5,5,1,1,2,1,3,1,5,0
1020,1,33,Female,Loyal Customer,Personal Travel,Eco,2,5,2,1,2,2,2,2,4,5,3,5,3,2,0
84,0,40,Male,Loyal Customer,Personal Travel,Eco,3,5,3,4,5,3,5,5,4,5,5,3,5,5,0
844,13,37,Male,Loyal Customer,Business travel,Eco,4,4,4,4,4,4,4,4,2,5,5,3,3,4,1
1216,0,34,Male,Loyal Customer,Business travel,Business,1,2,2,2,5,2,2,1,1,1,1,4,1,3,0
196,0,51,Female,Loyal Customer,Personal Travel,Eco,1,5,1,3,2,5,5,4,4,1,4,5,4,4,0
1947,493,26,Female,Loyal Customer,Business travel,Business,4,4,4,4,5,5,5,5,4,4,4,5,5,5,1
992,20,21,Male,Loyal Customer,Personal Travel,Eco,2,5,2,3,5,2,5,5,5,5,4,3,5,5,0
507,83,32,Female,disloyal Customer,Business travel,Eco,2,1,2,3,1,2,1,1,2,1,4,4,4,1,0
414,52,25,Female,Loyal Customer,Personal Travel,Eco,1,4,1,4,5,1,5,5,1,1,1,3,4,5,0
2029,0,48,Female,Loyal Customer,Business travel,Business,3,3,3,3,4,2,1,5,5,5,5,2,5,5,1
1105,4,37,Male,Loyal Customer,Personal Travel,Eco,2,4,2,2,2,2,2,2,5,2,1,2,2,2,0
1944,0,58,Female,Loyal Customer,Business travel,Business,1,2,1,1,2,5,5,5,5,5,5,4,5,4,1
433,0,16,Female,Loyal Customer,Personal Travel,Eco,1,5,1,3,4,1,1,4,5,5,5,3,5,4,0
1916,4,48,Male,Loyal Customer,Business travel,Business,2,3,3,3,1,2,1,2,2,3,2,1,2,1,0
2820,62,49,Male,Loyal Customer,Business travel,Business,1,1,1,1,2,4,4,4,4,4,4,5,4,4,1
1618,0,67,Male,Loyal Customer,Business travel,Business,3,1,1,1,3,2,2,3,3,3,3,3,3,2,0
2134,51,27,Female,Loyal Customer,Business travel,Business,4,4,4,4,5,5,5,5,5,2,5,4,2,5,1
536,0,44,Female,disloyal Customer,Business travel,Eco,1,1,1,2,2,1,2,2,1,1,2,2,1,2,0
3086,0,55,Male,Loyal Customer,Business travel,Business,3,4,3,3,4,4,5,4,4,4,4,3,4,3,1
315,108,49,Female,Loyal Customer,Personal Travel,Eco,4,1,4,4,4,4,4,5,5,4,5,1,5,4,0
1521,0,41,Female,Loyal Customer,Personal Travel,Eco,4,4,4,2,1,4,1,1,5,1,4,2,2,1,1
406,0,64,Male,Loyal Customer,Personal Travel,Eco Plus,5,1,4,3,2,4,4,2,3,1,3,4,2,2,1
628,0,69,Male,Loyal Customer,Personal Travel,Eco,3,4,4,3,2,4,2,2,5,3,4,5,4,2,0
1744,5,48,Male,disloyal Customer,Business travel,Business,5,5,5,2,5,5,5,5,5,2,4,4,5,5,1
519,0,37,Male,Loyal Customer,Personal Travel,Eco Plus,2,4,2,3,3,2,3,3,3,5,4,3,4,3,0
247,4,34,Male,disloyal Customer,Business travel,Business,2,2,2,5,3,2,3,3,5,3,4,5,4,3,0
1500,0,41,Male,Loyal Customer,Personal Travel,Business,0,4,0,2,3,4,5,5,5,4,1,5,5,3,1
1709,3,50,Female,Loyal Customer,Business travel,Eco,4,3,3,3,4,3,2,4,4,4,4,4,4,2,0
1590,28,32,Male,Loyal Customer,Personal Travel,Eco,2,5,2,1,1,2,1,1,4,2,3,3,4,1,0
423,15,29,Female,Loyal Customer,Business travel,Business,1,3,3,3,1,1,1,1,4,3,3,3,3,1,0
3248,0,38,Male,Loyal Customer,Business travel,Business,1,1,3,1,2,4,5,4,4,5,4,3,4,5,1
1199,2,22,Female,disloyal Customer,Business travel,Eco,4,4,4,4,4,5,4,5,5,5,5,4,5,4,1
349,35,41,Male,disloyal Customer,Business travel,Business,2,2,2,2,3,2,3,3,1,5,1,3,2,3,0
813,41,53,Female,Loyal Customer,Business travel,Business,5,5,1,5,2,4,5,2,2,2,2,5,2,3,1
3867,34,25,Male,Loyal Customer,Business travel,Business,3,4,5,4,3,3,3,3,4,4,3,2,2,3,0
484,0,26,Male,disloyal Customer,Business travel,Business,4,4,4,4,4,4,4,4,4,5,4,4,5,4,0
643,6,39,Female,Loyal Customer,Personal Travel,Eco,3,5,3,2,3,3,3,3,5,3,5,4,5,3,0
3852,0,66,Male,Loyal Customer,Business travel,Business,3,3,3,3,3,3,3,2,2,2,2,4,2,3,1
803,0,30,Male,Loyal Customer,Personal Travel,Eco,1,4,1,4,3,1,3,3,1,1,3,3,1,3,0
1609,1,40,Female,Loyal Customer,Business travel,Business,1,4,4,4,1,3,3,1,1,1,1,2,1,3,0
764,0,36,Female,disloyal Customer,Business travel,Business,2,2,2,3,2,2,2,2,5,2,4,4,5,2,0
3749,0,22,Female,Loyal Customer,Business travel,Business,2,5,5,5,2,1,2,2,4,3,3,1,4,2,0
846,31,54,Male,Loyal Customer,Personal Travel,Eco,1,5,1,4,3,1,3,3,5,5,4,4,5,3,0
1514,0,48,Female,Loyal Customer,Business travel,Eco,1,3,4,3,1,3,4,1,1,1,1,2,1,4,0
787,11,59,Female,Loyal Customer,Personal Travel,Eco,4,4,4,3,5,5,4,5,5,4,5,5,5,5,1
802,0,38,Male,Loyal Customer,Business travel,Business,5,5,5,5,5,3,1,5,5,5,5,5,5,1,1
910,0,18,Female,Loyal Customer,Personal Travel,Eco,1,4,1,3,4,1,4,4,3,4,5,3,4,4,0
160,0,23,Male,Loyal Customer,Personal Travel,Eco,5,5,5,3,3,5,3,3,4,2,5,5,5,3,1
1073,21,16,Female,disloyal Customer,Business travel,Eco,2,2,2,1,3,2,3,3,5,1,2,1,5,3,0
387,1,70,Female,Loyal Customer,Business travel,Eco,3,4,4,4,1,4,4,3,3,3,3,1,3,4,0
231,20,52,Male,Loyal Customer,Personal Travel,Eco,3,5,3,3,5,3,3,5,4,2,5,5,4,5,0
3960,22,45,Female,Loyal Customer,Business travel,Business,2,2,2,2,5,2,3,3,3,3,3,5,3,3,1
628,77,43,Male,Loyal Customer,Personal Travel,Eco,2,4,3,5,2,3,2,2,5,3,5,3,5,2,0
1892,4,48,Female,Loyal Customer,Business travel,Business,2,2,2,2,2,3,2,4,4,4,4,1,4,4,1
2106,9,13,Female,Loyal Customer,Business travel,Eco,5,1,1,1,5,5,5,5,3,3,3,4,3,5,1
2704,2,55,Female,Loyal Customer,Business travel,Business,2,1,1,1,5,4,4,2,2,2,2,2,2,1,0
545,0,26,Male,disloyal Customer,Business travel,Eco,1,2,1,4,2,1,5,2,3,3,3,2,4,2,0
631,0,55,Male,Loyal Customer,Personal Travel,Eco,4,4,4,4,3,4,5,3,5,1,3,5,4,3,0
731,36,24,Female,disloyal Customer,Business travel,Business,5,0,5,3,1,5,1,1,5,2,4,3,4,1,1
409,0,38,Female,Loyal Customer,Personal Travel,Eco,2,5,2,5,1,2,1,1,2,5,2,4,2,1,0
370,26,43,Female,disloyal Customer,Business travel,Business,2,2,2,4,3,2,3,3,4,3,4,5,4,3,0
1121,10,35,Male,disloyal Customer,Business travel,Business,4,4,4,4,5,4,5,5,3,5,3,2,3,5,0
1892,0,17,Female,Loyal Customer,Personal Travel,Eco,1,1,1,2,1,1,2,1,2,4,2,2,3,1,0
862,8,69,Female,Loyal Customer,Personal Travel,Eco,4,4,4,2,2,4,4,4,4,4,4,5,4,5,0
